# Scylla Cloud API error codes
# Source: siren/restapi/md/api.md
# Format: <code>\t<description>
# To resync: python3 python_lib/sync_api_error_codes.py --md api.md
041705	Cluster node doesn't exist
041706	Cluster node is not in active state
041707	Cluster is locked
041708	Cluster has actions queued for processing
041709	'force' must be 'true' or 'false'
041710	'duration' must be in range 0..900
0420001	General error getting datacenter list
0420002	General error getting datacenter info
0420003	Ill-formed datacenter ID
0420004	Datacenter not found
0420005	Datacenter does not belong to cluster
0420007	General error requesting to add data center
0420008	Provided CIDR block overlaps with another data center
0420009	Provided CIDR block overlaps with VPC peer
0420010	CIDR range is too small
0420011	CIDR does not belong to a private network
0420012	CIDR does not belong to a private network
0420014	CIDR range overlaps a reserved network
0420015	General error creating datacenter rescale request
0420006	Datacenter is not active
0420017	Current and new sizes are the same
0420018	Free tier clusters cannot be rescaled
0420019	Development clusters cannot be rescaled
0420020	Node count must be a multiplication of RF
0420021	Account billing is not verified
0430001	Invalid query parameter
0430002	Invalid end/start query parameter, end after start
0430003	Invalid end/start query parameter, minimum 30 minutes timespan
0430004	Something bad happened
046101	Invalid vector search configuration
046102	Vector search is already installed
046103	Vector search is not supported on this cluster
046104	Invalid instance type for vector search
046105	Only one vector search instance is allowed per availability zone
046106	At least one node is required for vector search to operate
046107	Too many vector search nodes specified for the rack
046108	Invalid rack specified
046109	Datacenter is not active
046110	Mutually exclusive parameters provided
046111	Too many vector search nodes specified for the datacenter
046113	The specified instance type is not eligible for free tier clusters with vector search
046114	The specified number of vector-search nodes is not eligible for free tier clusters
046115	Vector search is already enabled in this datacenter
046201	Vector search is not supported on this cluster
046202	Datacenter is not active
046203	Invalid instance type for vector search
046204	Vector search node count must be greater than zero
046205	Too many vector search nodes specified for the datacenter
046206	Free tier clusters cannot use vector search
046301	General error getting vector search information
050101	Error running health checks
060101	General error
060102	Agents need to use the ZenDesk portal
070101	Error listing the cloud accounts
070201	Error creating a new cloud account
070203	Invalid request format
070204	Unsupported CloudProviderID
070301	Error deleting the cloud accounts
070303	The cloud account is used by one or more cluster DC
070401	Error updating the cloud account
070403	CloudRoleExternalID must match the existing value
070404	BoundaryPolicyARN field AccountID must match AWSAccountID
070405	CloudPolicyARN field AccountID must match AWSAccountID
070406	CloudRoleARN field AccountID must match AWSAccountID
070407	AWSAccountID must be a valid 12-digit account ID or be empty
070408	BoundaryPolicyARN must be a valid ARN or be empty
070409	BoundaryPolicyARN must be a policy
070410	CloudPolicyARN must be a valid ARN or be empty
070411	CloudPolicyARN must be a policy
070412	CloudRoleARN must be a valid ARN or be empty
070413	CloudRoleARN must be a role
070414	The cloud account is used by one or more cluster DC
070501	Error getting the AWS boundary IAM policy document
070601	Error getting the AWS cloud IAM policy document
070603	Invalid request format
070604	Cloud policy name must be between 1 and 64 characters, and use only word characters or symbols: +=,./@-
070605	Unsupported cloud provider
070606	The boundary policy ARN is not set
070607	The AWS account ID is not set
070701	Error checking the cloud account policies
070703	The cloud account properties are not complete
070801	Error getting the cloud account clusters
070901	The cloud account was not found
070902	The cloud account is invalid
070903	Failed to parse query parameter
071001	Failed to parse region
071002	Region not found
071003	Cloud account not found
071004	Cloud account and region belong to different cloud providers
090101	Invalid target filter parameter
